canonical_id,variant_id,source_file,source_alias,source_number,line_start,line_end,stem_variant,options_variant,notes
batch5_family_pair_q063,batch5_family_pair_q063_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,93,533,538,Dibawah ini yang termasuk tiga jenis reseptor akibat keseimbangan tubuh yang benar adalah,"[""sel rambut dari krista dan otolit (vestibulum), sel cone dan rod retina (mata), sel raba kulit-sendi-tendon (propioseptik)"", ""sel rambut dan krista dan otolit (vestibulum), sel cone dan rod retina (mata), motorik"", ""cerebellum, sel cone dan rod retina (mata), sel raba kulit-sendi-tendon (proprioseptik)"", ""sel rambut dari krista dan otolit (vestibulum), sel cone dan rod retina (mata), N. Glosopharyngeus""]","[""d.sel rambut dari krista dan otolit (vestibulum), lobus frontal, sel raba kulit-sendi-tendon (propioseptik)""]"
batch5_family_pair_q064,batch5_family_pair_q064_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,460,465,Yang termasuk struktur peka nyeri intrakranial dibawah ini adalah,"[""artei ekstrakranial"", ""nervus servikal 1,2 dan 3"", ""nervus kranialis IV, VI, VIII"", ""telinga luar dan tengah"", ""mucosa sinus parasanal""]",[]
batch5_family_pair_q064,batch5_family_pair_q064_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,94,539,544,Yang termasuk struktur peka nyeri intrakranial dibawah ini adalah,"[""artei ekstrakranial"", ""nervus servikal 1,2 dan 3"", ""nervus kranialis IV, VI, VIII"", ""telinga luar dan tengah"", ""mucosa sinus parasanal""]",[]
batch5_family_pair_q065,batch5_family_pair_q065_v01,6.3 okeoyeee with dr iksan and willy no -50.docx,B,95,545,550,Yang tidak sesuai dengan gangguan nyeri adalah,"[""keluhan yang predominan adalah nyeri berat, menyiksa dan menetap"", ""keluhan, manifestasi sesuai dengan penyebaran anatomik saraf"", ""ada faktor psikologik yang dinilai berkaitan secara etiologik dengan keluhan nyeri"", ""biasanya mulai secara tiba-tiba dan bertambah intensitasnya dalam beberapa minggu atau bulan"", ""diberikan antidepresan""]",[]
batch5_family_pair_q066,batch5_family_pair_q066_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,543,548,"Indikasi rawat pada cedera kepala ringan (CKR) adalah, kecuali","[""tinggal jauh dari RS"", ""GCS < 15"", ""CT scan tidak ada"", ""intoksikasi alcohol"", ""riwayat hilang kesadaran""]",[]
batch5_family_pair_q066,batch5_family_pair_q066_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,96,551,556,"Indikasi rawat pada cedera kepala ringan (CKR) adalah, KECUALI","[""tinggal jauh dari RS"", ""GCS < 15"", ""CT scan tidak ada"", ""intoksikasi alcohol"", ""riwayat hilang kesadaran""]",[]
batch5_family_pair_q067,batch5_family_pair_q067_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,259,264,"Latihan fleksibilitas, latihan penguatan otot dapat dilakukan untuk mencegah keadaan","[""spastisitas berat"", ""disuse atrofi"", ""hipotensi postural"", ""inkontinensia urine"", ""bukan salah satu diatas""]",[]
batch5_family_pair_q067,batch5_family_pair_q067_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,97,557,562,"Latihan fleksibilitas, latihan penguatan otot dapat dilakukan untuk mencegah keadaan","[""spastisitas berat"", ""disuse atrofi"", ""hipotensi postural"", ""inkontinensia urine"", ""bukan salah satu diatas""]",[]
batch5_family_pair_q068,batch5_family_pair_q068_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,380,385,"gejala-gejalaklinispada dandy walker, kecuali?","[""Hidrocefalus"", ""kejang"", ""agenesis corpus callosum"", ""nistagmus"", ""stroke haemorrage""]",[]
batch5_family_pair_q068,batch5_family_pair_q068_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,98,563,568,"gejala-gejala klinis pada dandy walker, KECUALI","[""Hidrocefalus"", ""kejang"", ""agenesis corpus callosum"", ""nistagmus"", ""stroke haemorrage""]",[]
batch5_family_pair_q069,batch5_family_pair_q069_v01,6.3 okeoyeee with dr iksan and willy no -50.docx,B,99,569,574,"yang termasuk red flag dari nyeri kepala adalah, KECUALI","[""nyeri kepala yang terjadi setelah umur 50 tahun"", ""nyeri kepala yang terjadi mendadak"", ""nyeri kepala yang semakin dirasakan memberat"", ""nyeri kepala yang disertai pandangan kabur pada satu mata"", ""nyeri kepala yang berkaitan dengan trauma kepala""]",[]
batch5_family_pair_q070,batch5_family_pair_q070_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,501,506,Cairan serebrospinal yang mengalir disistem saraf pusat yang berfungsi sebagai penahan goncangan disekresikan oleh bagian,"[""pleksus khoroideus"", ""ventrikel lateral"", ""lobus temporal"", ""dura mater"", ""meninges""]",[]
batch5_family_pair_q070,batch5_family_pair_q070_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,100,575,595,Cairan serebrospinal yang mengalir disistem saraf pusat yang berfungsi sebagai penahan goncangan disekresikan oleh bagian,"[""pleksus khoroideus"", ""ventrikel lateral"", ""lobus temporal"", ""dura mater"", ""meninges""]","[""Cttn farmako"", ""Obat antisikotik"", ""Generasi apg1, tipikal, patogenesis blok dopamin pada reseptor limbik, contoh haloperidol, klopromazin"", ""Generasi 2 apg2,atipikal, memblok sertonin dan dopamin, cpm,hesperidon, clozapin (pilihan terakhir),"", ""Efek ekstramidal dominan pada apg1 yaitu efek gelisa tremor, pusing ( ateksisa,, obat efeksamping ektrapiramidal, antihistamin, anti kolinergik, antagonis adingrik, antideresan"", ""Obat antidpressan"", ""Ssri, blokade serotinin aja, straline, fluxotine"", ""Snri, blokade dopamine, dan serotonine, venalvaxine"", ""Trisklik, amitripilin"", ""Maoi, selegine"", ""Obat napza"", ""Napza"", ""Narkotika gol1 ganja kokain herioin, gol 2morfin, gol3 kodein"", ""Psikotropika, gol1 ekstasi pil, gol 2 amftamine obat,gol3 penoparbital,gol4 diazepam"", ""Zat adiktif alkohol, etanol,""]"
batch5_family_pair_q071,batch5_family_pair_q071_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,218,223,Sakit kepala akibat tekanan intrakranial yang tinggi merupakan tanda khas dari infeksi otak:,"[""Abses serebri"", ""Meningitis TB"", ""Toxoplasmosis"", ""Ensefalitis"", ""Meningitis kriptokokus""]",[]
batch5_family_pair_q071,batch5_family_pair_q071_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,,1,6,Sakit kepala akibat tekanan intrakranial yang tinggi merupakan tanda khas dari infeksi otak: harusnya tumor,"[""Abses serebri,"", ""Meningitis TB, kaku kuduk, kronis 2 minggu lebih"", ""Toxoplasmosis, gangguan umn"", ""Ensefalitis, kejang"", ""Meningitis kriptokokus,kaku kuduk""]",[]
batch5_family_pair_q072,batch5_family_pair_q072_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,4,6,Gangguan mental organic- gangguan mental dan perilaku akibat zat psikoaktif – gangguan suasana perasaan- skizofrenia,"[""Skizofrenia- gangguan mental otak- gangguan mental dan perilaku akibat zat psikoaktif- gangguan suasana perasaan"", ""Perilaku akibat zat psikoaktif- skizofrenia- gangguan suasana perasaan- gangguan mental organik""]",[]
batch5_family_pair_q073,batch5_family_pair_q073_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,7,12,Kondisi psikogenik primer dengan cirri gangguan utama pada jumlah kualitas atau waktu tidur akibat kausal emosional disebut?,"[""Dissomnia"", ""Parasomnia: gejala tidak mengenakkan"", ""Somnabulisme: ggn tidur berjalan"", ""Terror tidur"", ""Nightmare""]",[]
batch5_family_pair_q074,batch5_family_pair_q074_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,449,454,"Kelainan seperti hiperrefleksia, dan timbulnya refleks patologis dalam pemeriksaan neurologi menandakan keadaan klinis berupa:","[""Kelumpuhan UMN"", ""Kelumpuhan sistem saraf motorik"", ""Kelumpuhan sistem saraf otonomik"", ""Keluhan sistem saraf kranial"", ""Kelumpuhan LMN""]",[]
batch5_family_pair_q074,batch5_family_pair_q074_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,,7,12,"Kelainan seperti hiperrefleksia, dan timbulnya refleks patologis dalam pemeriksaan neurologi menandakan keadaan klinis berupa:","[""Kelumpuhan UMN,"", ""Kelumpuhan sistem saraf motorik, lumpuh"", ""Kelumpuhan sistem saraf otonomik, ggn saraf para simpatis"", ""Keluhan sistem saraf kranial, saraf2 kranialis"", ""Kelumpuhan LMN, hipo,pataoloigi 0, layu""]",[]
batch5_family_pair_q075,batch5_family_pair_q075_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,98,100,Pemberian piridoksin dalam penatalaksanaan meningitis TB digunakan untuk mencegah:,"[""Neuritis opticus akibat pemberian etambutol"", ""Ototoksik akibat pemberian streptomisin""]",[]
batch5_family_pair_q075,batch5_family_pair_q075_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,,13,15,Pemberian piridoksin dalam penatalaksanaan meningitis TB digunakan untuk mencegah:,"[""Neuritis opticus akibat pemberian etambutol"", ""Ototoksik akibat pemberian streptomisin""]",[]
batch5_family_pair_q076,batch5_family_pair_q076_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,101,103,Gangguan fungsi hepar akibat pemberian pirazinamid,"[""Neuropati perifer akibat pemberian isoniazid"", ""BAK merah""]",[]
batch5_family_pair_q076,batch5_family_pair_q076_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,,16,18,Gangguan fungsi hepar akibat pemberian pirazinamid,"[""Neuropati perifer akibat pemberian isoniazid"", ""BAK merah""]",[]
batch5_family_pair_q077,batch5_family_pair_q077_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,334,339,"Berikut ini merupakan diagnosa banding dari delirium, Kecuali","[""Demensia"", ""Skizoprenia"", ""Histeria"", ""Depresi"", ""Semua salah""]",[]
batch5_family_pair_q077,batch5_family_pair_q077_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,,19,24,"Berikut ini merupakan diagnosa banding dari delirium, Kecuali","[""Demensia"", ""Skizoprenia"", ""Histeria"", ""Depresi"", ""Semua salah""]",[]
batch5_family_pair_q078,batch5_family_pair_q078_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,24,28,"Mekanisme antihistamin sebagai anti vertigo belum jelas. Antihistamin yang mempunyai anti vertigo juga memiliki aktivitas anti-kolinergik di susunan saraf pusat, dibawah ini yang merupakan antihistamin juga anti vertigo adalah","[""Dimenhydrinate, promethazine"", ""Dimenhydrinate, miclizine"", ""Diphenhydramin, chlorpheniramin"", ""Diphenhydramin, prochlorperazine""]",[]
batch5_family_pair_q078,batch5_family_pair_q078_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,,60,64,"Mekanisme antihistamin sebagai anti vertigo belum jelas. Antihistamin yang mempunyai anti vertigo juga memiliki aktivitas anti-kolinergik di susunan saraf pusat, dibawah ini yang merupakan antihistamin juga anti vertigo adalah (Dimenhydrinate, promethazine / diphenhydramine - sedative; prochlorperazine / miclizine– antiemetic)","[""Dimenhydrinate, promethazine"", ""Dimenhydrinate, miclizine"", ""Diphenhydramin, chlorpheniramin"", ""Diphenhydramin, prochlorperazine""]",[]
batch5_family_pair_q079,batch5_family_pair_q079_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,386,391,"Tindakan kriminal yang dilakukan oleh seseorang yang diduga memiliki kelainan jiwa perlu mendapatkan penyelidikan dari seorang ahli kesehatan jiwa, berupa","[""VER"", ""Visum et repertum psikiatrikum"", ""Surat keterangan sakit"", ""Surat keterangan"", ""Semua salah""]",[]
batch5_family_pair_q079,batch5_family_pair_q079_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,,25,30,"Tindakan kriminal yang dilakukan oleh seseorang yang diduga memiliki kelainan jiwa perlu mendapatkan penyelidikan dari seorang ahli kesehatan jiwa, berupa","[""VER"", ""Visum et repertum psikiatrikum"", ""Surat keterangan sakit"", ""Surat keterangan"", ""Semua salah""]",[]
batch5_family_pair_q080,batch5_family_pair_q080_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,128,133,"Pernyataan yang benar terkait sindrom cavernosus, kecuali","[""Melibatkan n.III"", ""Melibatkan n.IV"", ""Melibatkan n.VI"", ""Melibatkan semua cabang n.V"", ""Melibatkan arteri carotis interna""]",[]
batch5_family_pair_q080,batch5_family_pair_q080_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,,31,36,"Pernyataan yang benar terkait sindrom cavernosus, kecuali harus nya 3,4,6,cbng5 v1 v","[""Melibatkan n.III"", ""Melibatkan n.IV"", ""Melibatkan n.VI"", ""Melibatkan semua cabang n.V"", ""Melibatkan arteri carotis interna""]",[]
batch5_family_pair_q081,batch5_family_pair_q081_v01,6.3 okeoyeee with dr iksan and willy no -50.docx,B,,37,53,Penderita Amnesia paling banyak disebabkan oleh,"[""Penggunaan alkohol dan obat obatan"", ""Skizoprenia"", ""Trauma kepala"", ""Cemas"", ""Depresi""]","[""Axis 1: diagnosis"", ""Axis 2: retrdasi mental dan perilaku"", ""Axis 3: Gangguan organ ( DM, hipertensi)"", ""Axis 4: Masalah psikososial yang mendukung axis 1"", ""Axis 5: GAP Score ( Diagnosis menyeluruh)"", ""Axis IV sangat penting terutama dalam menentukan"", ""Prognosis"", ""Diagnosis"", ""Penentuan axis"", ""Farmakoterapi"", ""Penentuan axis 1""]"
batch5_family_pair_q082,batch5_family_pair_q082_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,44,49,Tenaga kesehatan berhak mendapatkan imbalan dan perlindungan hokum dalam melaksanakan tugas sesuai profesinya terdapat dalam?,"[""Pasal 25 uu no 36 tahun 2009"", ""Pasal 26 uu no 36 tahun 2009"", ""Pasal 27 uu no 36 tahun 2009"", ""Pasal 28 uu no 36 tahun 2009"", ""Pasal 29 uu no 36 tahun 2009""]",[]
batch5_family_pair_q082,batch5_family_pair_q082_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,,54,59,"Tenaga kesehatan berhak mendapatkan imbalan dan perlindungan hukum dalam melaksanakan tugas sesuai dengan profesinya, terdapat dalam","[""Pasal 25 undang-undang nomon 36 tahun 2009"", ""Pasal 26 undang-undang nomon 36 tahun 2009"", ""Pasal 27 undang-undang nomon 36 tahun 2009"", ""Pasal 28 undang-undang nomon 36 tahun 2009"", ""Pasal 29 undang-undang nomon 36 tahun 2009""]",[]
batch5_family_pair_q083,batch5_family_pair_q083_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,63,68,Tujuan rehabilitasi pada ulkus decubitus adalah?,"[""Mengkatkan lingkup gerak sendi"", ""Mencegah menjadi lebih parah"", ""Memperbaiki sirkulasi darah kejaringan"", ""Mencegah thrombosis ______"", ""Meredakan gejala ortostatik""]",[]
batch5_family_pair_q084,batch5_family_pair_q084_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,104,109,"Peristiwa episodik abnormal yang terjadi selama tidur, disebut","[""Dissomnia"", ""Parasomnia"", ""Somnambulisme"", ""Teror tidur"", ""Nightmare""]",[]
batch5_family_pair_q084,batch5_family_pair_q084_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,,65,70,"Peristiwa episodik abnormal yang terjadi selama tidur, disebut","[""Dissomnia"", ""Parasomnia"", ""Somnambulisme"", ""Teror tidur"", ""Nightmare""]",[]
batch5_family_pair_q085,batch5_family_pair_q085_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,276,281,Evaluasi yang dilakukan sebelum tindakan ECT adalah,"[""Kimia darah, urin lengkap, MRI, dan EEG"", ""Kimia darah, urin lengkap, CT-Scan, dan EKG"", ""Kimia darah, urin lengkap, rontgen thorax, dan EKG"", ""Kimia darah, urin lengkap, CT-Scan dan EEG"", ""Kimia darah, urin lengkap, rontgen thorax, dan EEG""]",[]
batch5_family_pair_q085,batch5_family_pair_q085_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,,71,76,Evaluasi yang dilakukan sebelum tindakan ECT adalah,"[""Kimia darah, urin lengkap, MRI, dan EEG"", ""Kimia darah, urin lengkap, CT-Scan, dan EKG"", ""Kimia darah, urin lengkap, rontgen thorax, dan EKG"", ""Kimia darah, urin lengkap, CT-Scan dan EEG"", ""Kimia darah, urin lengkap, rontgen thorax, dan EEG""]",[]
batch5_family_pair_q086,batch5_family_pair_q086_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,414,419,"Salah satu karakteristik dari seizure atau bangkitan adalah muncul mendadak secara tiba-tiba tanpa pemicu atau provokasi, dan juga hilang secara tiba-tiba. Terminologi yang menjelaskan cara ini adalah","[""Stereotipik"", ""Automatisme"", ""Myoklonik"", ""Paroksismal"", ""Oversynchronized""]",[]
batch5_family_pair_q086,batch5_family_pair_q086_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,,77,82,"Salah satu karakteristik dari seizure atau bangkitan adalah muncul mendadak secara tiba-tiba tanpa pemicu atau provokasi, dan juga hilang secara tiba-tiba. Terminologi yang menjelaskan cara ini adalah","[""Stereotipik"", ""Automatisme"", ""Myoklonik"", ""Paroksismal"", ""Oversynchronized""]",[]
batch5_family_pair_q087,batch5_family_pair_q087_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,140,145,Blood-Brain Barrier merupakan sistem otak yang melapisi dinding pembuluh darah otak yang berfungsi sebagai?,"[""Perlindungan otak dari kandungan darah di sirkulasi"", ""Perlindungan otak dari LCS"", ""Menghasilkan LCS"", ""Mengalirkan LCS"", ""Perlindungan dan pertumbuhan sel abnormal""]",[]
batch5_family_pair_q087,batch5_family_pair_q087_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,,83,93,Blood-Brain Barrier merupakan sistem otak yang melapisi dinding pembuluh darah otak yang berfungsi sebagai,"[""Perlindungan otak dari kandungan darah di sirkulasi"", ""Perindungan otk dari LCS"", ""Menghasilkan LCS ( plexus )"", ""Mengalirkan LCS"", ""Perlindungan dan pertumbuhan sel abnormal ( mikroglia )""]","[""Sel glial, untuk pendukung neuron;"", ""Astrosit: Blood brain barrier"", ""Ependimal sel: Pembatas cairan LCS"", ""Mikroglia: Fagositosis bakteri"", ""Oligodendrosit: Untuk menghasilkan myelin""]"
batch5_family_pair_q088,batch5_family_pair_q088_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,300,305,Salah satu karakterstik dari seizure atau bangkitan adalah muncul berulang dengan pola yang sama dan konsisten. Terminologi yang memperjelas ciri ini adalah,"[""Stereopik"", ""Automatisme"", ""Myoklonik"", ""Paroksismal"", ""Oversynchronized""]",[]
batch5_family_pair_q088,batch5_family_pair_q088_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,,94,99,Salah satu karakterstik dari seizure atau bangkitan adalah muncul berulang dengan pola yang sama dan konsisten. Terminologi yang memperjelas ciri ini adalah,"[""Stereopik"", ""Automatisme, mengecapngecap"", ""Myoklonik, sentakan kejang cepat"", ""Paroksismal, gerakan tidak tersinkronisasi"", ""Oversynchronized""]",[]
batch5_family_pair_q089,batch5_family_pair_q089_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,358,362,"Pernyataan yang salah dibawah ini terkait Nervi opticus, adalah","[""Terdapat bagian yang terbungkus oleh selaput otak"", ""Mendapatkan vaskularisasi dari arteri dan vena centralis retina"", ""Saraf ini keluar dari mesencephalon"", ""Kerusakan pada area 17/18 Brodman akan menimbulkan buta sentral""]",[]
batch5_family_pair_q089,batch5_family_pair_q089_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,,107,112,"Pernyataan yang salah dibawah ini terkait Nervi opticus, adalah","[""Terdapat bagian yang terbungkus oleh selaput otak"", ""Mendapatkan vaskularisasi dari arteri dan vena centralis retina"", ""Saraf ini keluar dari mesencephalon"", ""Kerusakan pada area 17/18 Brodman akan menimbulkan buta sentral""]","[""Pons: 5-8, Medula (9-12)""]"
batch5_family_pair_q090,batch5_family_pair_q090_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,112,115,Adanya perubahan bentuk tulang otak,"[""Hidrocephalus"", ""Efek massa karena adanya perdarahan"", ""Efek massa karena edema otak""]",[]
batch5_family_pair_q091,batch5_family_pair_q091_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,236,240,Golongan opoid sintetik yang digunakan untuk terapi penyalahgunaan heroin adalah,"[""Pethidin"", ""Meperidin"", ""Metadon-paroksipin"", ""Kodein""]",[]
batch5_family_pair_q091,batch5_family_pair_q091_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,,113,117,Golongan opoid sintetik yang digunakan untuk terapi penyalahgunaan heroin adalah,"[""Pethidin"", ""Meperidin"", ""Metadon > Tramadol, kokain, heroin > opioid"", ""Kodein""]",[]
batch5_family_pair_q092,batch5_family_pair_q092_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,392,396,"Anti psikosis disebut juga sebagai neuroleptik karena kemampuannya menghasilkan neurolepsis. Berikut ini yang dimaksud neurolepsis, kecuali","[""Psychomotor slowing"", ""Emotional queting"", ""Affective indefference"", ""Mood swing""]",[]
batch5_family_pair_q092,batch5_family_pair_q092_v02,6.3 okeoyeee with dr iksan and willy no -50.docx,B,,118,124,"Anti psikosis disebut juga sebagai neuroleptik karena kemampuannya menghasilkan neurolepsis. Berikut ini yang dimaksud neurolepsis, kecuali","[""Psychomotor slowing"", ""Emotional queting"", ""Affective indefference"", ""Mood swing""]","[""Antipsikosis efek sampingnya > parkinson"", ""Antiparkinson efek sampingnya > psikosis""]"
batch5_family_pair_q093,batch5_family_pair_q093_v01,6.3 okeoyeee with dr iksan and willy no -50.docx,B,,126,131,Dari hasil pemeriksaan tsb dapat diduga diagnosa yg paling mungkin adalah,"[""Astrocytoma occipital"", ""Tumor cerebellum"", ""Adenoma hypofise ( ggn di hormon, bisa ggn jantung berdebar, ginekomastia)"", ""Meningioma frontal ( ggn kepribadian )"", ""Gloma opticus ( gejala utamanya buta)""]",[]
batch5_family_pair_q094,batch5_family_pair_q094_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,157,163,Terapi kejang listrik,"[""Setelah kejang akibat ECT, metabolisme otak menurun, terutama di"", ""Lobus temporalis"", ""Lobus frontalis"", ""Lobus parietalis"", ""Lobus occipitalis""]","[""Pons""]"
batch5_family_pair_q095,batch5_family_pair_q095_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,177,181,Penggunaan alkohol dan obat obatan,"[""Skizoprenia"", ""Trauma kepala"", ""Cemas"", ""Depresi""]",[]
batch5_family_pair_q096,batch5_family_pair_q096_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,195,199,Gangguan jalinan seksual,"[""frigiditas"", ""penolakan dan kurangnya kenikmatan seksual"", ""disfungsiereksi"", ""ejakulasidini""]",[]
batch5_family_pair_q097,batch5_family_pair_q097_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,200,205,pernyataan yang tidak benar dibawah ini adalah?,"[""Fraktur basis cranii fossa anterior ditandai adanya real haematom"", ""Fraktur basis fossa anterior dapat menyebabkan putusnya nervusol faktorius"", ""Fraktur basis fossa media ditandaiadanya battle Sign"", ""Fraktur fossa media dapatmenyebabkan paresis nervusfacialis"", ""Fraktur fossa posterior dapat menyebabkan paralisis nervushypoglosus""]",[]
batch5_family_pair_q098,batch5_family_pair_q098_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,283,285,gangguan panik,"[""serangan panik"", ""reaksi stres akut""]",[]
batch5_family_pair_q098,batch5_family_pair_q098_v02,388802_Tutorial Jadi Youtuber Bro.docx,A,,566,578,Gangguan panik,"[""penempatan elektroda ECT bilateral biasanya menghasilkan"", ""efek samping kognitif yang lebih kecil (unilateral)"", ""respon terapetik yang lebih lambat (unilateral)"", ""ambang kejang yang lebih rendah"", ""respon terapetik yang lebih cepat + efek samping besar""]","[""ambang kejang yang lebih tinggi"", ""Axis IV sangat penting terutama dalam menentukan"", ""Prognosis"", ""Diagnosis"", ""Penentuan axis V (global)"", ""Farmakoterapi"", ""Penentuan axis I (klinis)""]"
batch5_family_pair_q099,batch5_family_pair_q099_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,352,357,"Seorang pasien wanita datang ke poliklinik bedah saraf rujukan dari bagian penyakit mata dengan D/ SOL intracranial, keluhan nyeri kepala hebat, muntah dan hasil pemeriksaan funduscopy dan campemetri menunjukkan adanya pupil edem ringan dan hermianopsia bitemporal.Dari hasil pemeriksaan tsb dapat diduga diagnosa yg paling mungkin adalah","[""Astrocytoma occipital"", ""Tumor cerebellum"", ""Adenoma hypofise"", ""Meningioma frontal"", ""Glioma opticus""]",[]
batch5_family_pair_q100,batch5_family_pair_q100_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,375,378,Gangguan nyeri,"[""Somatisasi"", ""Hipokondriasis"", ""Body dismorfik disorder""]",[]
batch5_family_pair_q101,batch5_family_pair_q101_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,397,402,Terapi empiric yang tepat pada kasus toksoplasmosis pada fase akut adalah?,"[""Pirimetamin loading dose 200 mg"", ""Cotrimoksazole 2x 960 mg"", ""Pirimetamine 100 mg"", ""Cotrimoksazole 2x 480 mg"", ""Asamfolinat 10-20 mg""]",[]
batch5_family_pair_q102,batch5_family_pair_q102_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,409,411,Gangguan cemas menyeluruh,"[""Fobia sosial"", ""hipokondriasis""]",[]
batch5_family_pair_q103,batch5_family_pair_q103_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,421,425,Laki-laki > wanita,"[""Dapat berasal dari semua komponen sel otak"", ""Semua tumor otak memerlukan tindakan operasi, Khemoterapi dan Radiasi"", ""Meliputi tumor intracranial, spinal, dan metastase"", ""Insiden yang bertambah setiap tahunnya""]",[]
batch5_family_pair_q104,batch5_family_pair_q104_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,434,437,Gejala klinis gangguan jiwa,"[""Sindroma klinis gangguan jiwa"", ""Semua benar"", ""Semua salah""]",[]
batch5_family_pair_q105,batch5_family_pair_q105_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,444,448,"keluhan yang predominan adalah nyeri berat, menyiksa dan menetap","[""keluhan, manifestasi sesuai dengan penyebaran anatomik saraf"", ""ada faktor psikologik yang dinilai berkaitan secara etiologik dengan keluhan nyeri"", ""biasanya mulai secara tiba-tiba dan bertambah intensitasnya dalam beberapa minggu atau bulan"", ""diberikan antidepresan""]",[]
batch5_family_pair_q106,batch5_family_pair_q106_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,472,477,Dibawah ini merupakan garis besar pemeriksaan status mental kecuali,"[""Gambaran umum"", ""Mood dan afek"", ""Fikiran"", ""RTA"", ""Riwayat gangguan jiwa sebelumnya""]",[]
batch5_family_pair_q107,batch5_family_pair_q107_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,526,530,Gangguan jadwal tidur,"[""Parasomnia"", ""Somnabulisme"", ""Insomnia non organik"", ""Hipersomnia""]",[]
batch5_family_pair_q108,batch5_family_pair_q108_v01,388802_Tutorial Jadi Youtuber Bro.docx,A,,539,542,Gejala memburuk pada malam hari,"[""Mimpi yang menggangu"", ""Mimpi buruk yang dapat berlanjut menjadi halusinasi setelah bangun tidur"", ""Sulit masuk tidur, tetapi bila sudah tidur, pasien dapat tidur dengan nyenyak (alzheimer)""]",[]
